"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Sep 06 14:30:41 GMT 2024","Fri Sep 06 14:30:41 GMT 2024","0","tests","test_signup","","","","test_register_user_with_existing_email","
    Test registration with an already used email address.
    Verifies that attempting to register a new user with an existing email
    shows an appropriate error message indicating that the email address already exists.
    "
"passed","Fri Sep 06 14:31:15 GMT 2024","Fri Sep 06 14:31:18 GMT 2024","2744","tests","test_subscription","","","","test_subscription_functionality_on_home_page","
    Verify that users can successfully subscribe to the newsletter from the home page.
    "
"passed","Fri Sep 06 14:29:58 GMT 2024","Fri Sep 06 14:29:59 GMT 2024","1785","tests","test_logout","","","","test_logout_user","
    Verify that a user can log out and is redirected to the login page.
    "
"passed","Fri Sep 06 14:30:28 GMT 2024","Fri Sep 06 14:30:29 GMT 2024","1301","tests","test_products","","","","test_view_all_products_and_product_details","
    Test the functionality of viewing all products and product details.
    Verifies that the user can navigate to the 'All Products' page, see the product list,
    and view detailed information for a selected product, including name, price, category,
    availability, condition, and brand.
    "
"passed","Fri Sep 06 14:30:03 GMT 2024","Fri Sep 06 14:30:11 GMT 2024","7901","tests","test_place_order","","","","test_register_while_checkout","This test verifies the functionality of registering a new user during the checkout process.
    It includes adding a product to the cart, proceeding to checkout, registering a new user,
    filling in account and address details, placing the order, and confirming the order and payment.
    The test also ensures the user account is deleted after the purchase.
    "
"passed","Fri Sep 06 14:29:31 GMT 2024","Fri Sep 06 14:29:33 GMT 2024","1050","tests","test_cart","","","","test_product_quantity_in_cart","
    Verifies that the product quantity is updated to 4 in the cart after adding the product.
    "
"passed","Fri Sep 06 14:29:49 GMT 2024","Fri Sep 06 14:29:50 GMT 2024","1010","tests","test_login","","","","test_user_login_with_incorrect_credentials","
    Test login with incorrect credentials.

    Verifies that an error message is shown when attempting to log in with invalid email and  password.
    "
"passed","Fri Sep 06 14:29:35 GMT 2024","Fri Sep 06 14:29:36 GMT 2024","1554","tests","test_contact_us","","","","test_contact_us_form","
    Verify the functionality of the 'Contact Us' form.
    Ensures that the contact form can be successfully submitted with valid details,
    checks for the appearance of a success message, and confirms navigation back to
    the home page with expected elements visible.
    "
"passed","Fri Sep 06 14:29:26 GMT 2024","Fri Sep 06 14:29:29 GMT 2024","3307","tests","test_cart","","","","test_add_product_in_cart","
    Test case to verify that adding two products to the cart reflects the correct prices, quantities, and total amounts.
    "
"passed","Fri Sep 06 14:29:42 GMT 2024","Fri Sep 06 14:29:46 GMT 2024","3796","tests","test_login","","","","test_user_login_with_valid_credentials","
    Test the login functionality with valid credentials.
    Verifies that a user can log in, check for successful login confirmation,
    and then delete the account on the Automation Exercise website.
    "
"passed","Fri Sep 06 14:31:20 GMT 2024","Fri Sep 06 14:31:21 GMT 2024","711","tests","test_subscription","","","","test_subscription_functionality_on_cart_page","
    Verify that users can successfully subscribe to the newsletter from the cart page.
    "
"passed","Fri Sep 06 14:30:32 GMT 2024","Fri Sep 06 14:30:34 GMT 2024","2122","tests","test_products","","","","test_search_product","
    Test that verifies the functionality of searching for 'Tshirt' on the products page.
    The test checks that the page loads correctly, displays all products, and confirms that the products listed match the search query 'Tshirt'.
    "
"passed","Fri Sep 06 14:31:23 GMT 2024","Fri Sep 06 14:31:25 GMT 2024","1300","tests","test_test_cases","","","","test_verify_test_cases_page","
    Verify that the Test Cases Page loads correctly.
    Checks that the Test Cases Page is accessible, displays the correct title,
    and contains the expected introductory text.
    "
"passed","Fri Sep 06 14:30:36 GMT 2024","Fri Sep 06 14:30:40 GMT 2024","3921","tests","test_signup","","","","test_register_user","Test to verify the user registration process.
    This test simulates the user registration process on the Automation Exercise website.
    It verifies each step from navigating the homepage to filling in registration details,
    creating an account, and finally deleting the account.
    "
"passed","Fri Sep 06 14:30:15 GMT 2024","Fri Sep 06 14:30:24 GMT 2024","9905","tests","test_place_order","","","","test_register_before_checkout","
    This test verifies the registration of a new user before starting the checkout process.
    It includes registering a user, adding a product to the cart, verifying account details at checkout,
    placing an order, confirming payment, and deleting the user account after the purchase.
    "
